depa_nombre,muni_nombre,codigo_habilitacion,nombre_prestador,tido_codigo,nits_nit,razon_social,clpr_codigo,clpr_nombre,ese,direccion,telefono,fax,email,gerente,nivel,caracter,habilitado,fecha_radicacion,fecha_vencimiento,fecha_cierre,dv,clase_persona,naju_codigo,naju_nombre,numero_sede_principal,fecha_corte_REPS
Bolívar,CARTAGENA,"1,300,102,852",cuidamos asistencia integral SAS,,"900,556,923",cuidamos asistencia integral SAS,1,Instituciones - IPS,,"CENTRO, EDIFICIO BANCO POPULAR OF 603",3165022018,,cuidamosenfermeria@gmail.com,MONICA CECILIA GONZALEZ SABOGAL,,,SI,"20,160,519","20,210,831",,4,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,723",CUIDAMOS IPS S.A.S.,,"900,797,577",CUIDAMOS IPS S.A.S.,1,Instituciones - IPS,,PIE DE LA POPA CALLE 29 C URBANIZACION LA ERMITA MZ C No. 19C 38,6661644,,gerencia.cuidamosips@gmail.com,ARNEY PETRO TINOCO,,,SI,"20,150,316","20,210,831",,2,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,075",DANELEV SAS,,"901,160,626",DANELEV SAS,1,Instituciones - IPS,,san fernando calle 24 n 82 A 38,3016339222,"6,417,131",andrea.salgado@salgadopupo.com,andrea carolina salgado barboza,,,SI,"20,180,522","20,220,521",,4,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,270",DAVITA S.A.S.,,"900,532,504",DAVITA S.A.S.,1,Instituciones - IPS,,Avenida Pedro de Heredia Calle 32 No 20-120 Local 4 Edificio Omniplaza Barrio Pie de la Popa,3228144938,,calidad@davita.com,RICARDO SANCHEZ DE TAGLE ADUNA,,,SI,"20,200,227","20,240,226",,8,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,630",DENTISTETIC S.A.S,,"830,512,886",DENTISTETIC S.A.S,1,Instituciones - IPS,,villa sandra mz c 1 lote 1.,6610015 - 6533646,"6,610,015",carmenroviraortiz@yahoo.com,CARMEN JULIA ROVIRA ORTIZ,,,SI,"20,120,313","20,210,831",,7,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,776",DENTIX COLOMBIA SAS,,"900,759,454",DENTIX COLOMBIA SAS,1,Instituciones - IPS,,CRA 19 # 31-45 AV PEDRO DE HEREDIA,6931715,,cmunoz@dentix.co,HECTOR GUSTAVO QUINTERO GOMEZ,,,SI,"20,150,828","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,234",DERMATOS DERMATOLOGIA CLINICA QUIRURGICA Y ESTETICA S.A.S,,"901,257,813",DERMATOS DERMATOLOGIA CLINICA QUIRURGICA Y ESTETICA S.A.S,1,Instituciones - IPS,,BARRIO MANGA- CARRERA 17 CALLE 26 No 26-117,3128859178,,dermatos10@gmail.com,MAYELA ESTHER CALDERON CARRASCAL,,,SI,"20,191,004","20,231,003",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,190",DERMATOSPHERA SAS,,"901,054,533",DERMATOSPHERA SAS,1,Instituciones - IPS,,"CARRERA 15 26 02 AVENIDA RAFAEL CALVO, BARRIO MANGA",3005238276,"6,931,628",consultoriodermatologicoingridsalas@hotmail.com,INGRID ROSALBA SALAS BARRERA,,,SI,"20,190,529","20,230,528",,4,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,201",DIAGNOSTICO Y TERAPEUTICA EN GASTROENTEROLOGIA Y HEPATOLOGIA IPS S.A.S ( DITEG),,"900,608,451",DIAGNOSTICO Y TERAPEUTICA EN GASTROENTEROLOGIA Y HEPATOLOGIA IPS S.A.S ( DITEG),1,Instituciones - IPS,,BARRIO BOCAGRANDE avenida san martín,,,diteg@outlook.com,MARIA CANDELARIA TONO ARAUJO,,,SI,"20,190,717","20,230,716",,4,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,326",DOTACIONES MEDICAS Y SALUD SAS,,"900,726,007",DOMESALUD DOTACIONES MEDICAS Y SALUD S.A.S.,1,Instituciones - IPS,,San Fernando Calle 22D # 80A - 61,3023121659,,servicioalcliente@domesaludsas.com,LUIS EDUARDO PINZON OSORIO,,,SI,"20,210,223","20,250,222",,2,JURIDICO,1,Privada,2,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,817",DROVIDA EXPRESS S.A.S,,"900,399,288",DROVIDA EXPRESS S.A.S,1,Instituciones - IPS,,barrio Amberes 4to callejon calle 29 no 44-53,6431565,"6,431,565",drovidaltda@yahoo.com,dayana patricia mantilla hurtado,,,SI,"20,160,222","20,210,831",,1,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,721",DUETICA SAS,,"900,483,559",DUETICA SAS,1,Instituciones - IPS,,MANGA AV DE LA ASAMBLEA N° K22 N°26-24,6608336-6900112,,edupertuz@hotmail.com,EDUARDO LUIS PERTUZ GONZALEZRUBIO,,,SI,"20,150,316","20,210,831",,1,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,682",DUMIAN MÉDICAL S.A.S,,"805,027,743",DUMIAN MÉDICAL S.A.S,1,Instituciones - IPS,,Transversal 54 No. 30 - 111 Carretera el Bosque,6778000,,dnunez100@gmail.com,CAROLINA GONZALEZ ANDRADE,,,SI,"20,140,930","20,210,831",,1,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,023",Ecoimagenes Orozco S.A.S.,,"901,112,447",Ecoimagenes Orozco S.A.S.,1,Instituciones - IPS,,BOCAGRANDE CRA 6 #5-161 CENTRO MEDICO PRISMA CONSULTORIO 604,3013226536,,ecoimagenesorozco@gmail.com,FERNANDO ENRIQUE OROZCO GOMEZ,,,SI,"20,171,221","20,211,220",,8,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,221",Eduardo Fernandez e Hijos Ltda,,"890,404,052",Eduardo Fernandez e Hijos Ltda,1,Instituciones - IPS,,Calle 2da de Badillo No. 36-35,6642160,"6,602,761",sonfer11@hotmail.com,Eduardo Fernández Guerrero,,,SI,"20,100,520","20,210,831",,7,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,441",ELCOMEDILAB IPS SAS,,"900,523,907",ELCOMEDILAB S.A.S,1,Instituciones - IPS,,Alto Bosque Transversal 50 # 21B-168,6431480 -6628000,,elcomedilab@gmail.com,ZULEIMA JARABA AGUAS,,,SI,"20,170,223","20,210,831",,4,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,306",EMERMEDICA SERVICIOS DE AMBULANCIA PREPAGADOS,,"800,126,785",EMERMEDICA S.A. SERVICIOS DE AMBULANCIA PREPAGADOS,1,Instituciones - IPS,,Carrera 2 #41-235,3184250601,"3,184,250,601",notificaciones@emermedica.com.co,EDUARDO MEOLA DE FEX,,,SI,"20,201,021","20,241,020",,7,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,080",EMPRESA DE MEDICINA INTEGRAL EMI S.A.S. SERVICIO DE AMBULANCIA PREPAGADA SIGLA GRUPO EMI S.A.S.,,"811,007,601",EMPRESA DE MEDICINA INTEGRAL EMI S.A.S. SERVICIO DE AMBULANCIA PREPAGADA SIGLA GRUPO EMI S.A.S.,1,Instituciones - IPS,,Carrera 1 N° 48 - 88,3148300175,,fabio.rodriguez@grupoemi.com,YANN FRANCIS JEAN HEDOUX,,,SI,"20,180,620","20,220,619",,0,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,815",EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAEL CALVO,,"806,001,061",EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAEL CALVO,1,Instituciones - IPS,SI,ALCIBIA SECTOR MARIA AUXILIADORA,6724060,,gerencia@maternidadrafaelcalvo.gov.co,TOMAS JOSE RODRIGEZ MANOTAS,2,DEPARTAMENTAL,SI,"20,061,117","20,210,831",,8,JURIDICO,4,Pública,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,781",EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,,"900,042,103",EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,1,Instituciones - IPS,SI,ZARAGOCILLA CALLE 29 No 50-50,6726017,"6,726,017",gerenciahucaribe@gmail.com,FELIPE AGUIRRE ARIAS,3,DEPARTAMENTAL,SI,"20,060,714","20,210,831",,5,JURIDICO,4,Pública,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,202","ENDOCRINOS S,A,S,",,"901,275,578","ENDOCRINOS S,A,S,",1,Instituciones - IPS,,CARRERA 2 N° 8-16 LC 217,3004935107,,jessicacaepinosafortich@gmail.com,ORLANDO CARLOS CASTAÑEDA LOPEZ,,,SI,"20,190,718","20,230,717",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,567",EPS SANITAS S.A.,,"800,251,440",ENTIDAD PROMOTORA DE SALUD SANITAS S.A.,1,Instituciones - IPS,,Carrera 19 29 C 62 Barrio pie de la Popa,6724642,"6,724,642",mlortiz@colsanitas.com,JUAN PABLO RUEDA SANCHEZ,,,SI,"20,130,704","20,210,831",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,603",ERGOPLUS S.A.S,,"900,533,059",ERGOPLUS S.A.S,1,Instituciones - IPS,,ALTO BOSQUE DIAGONAL 21G # 53-9,6431517 6437354,,ergoplusctg@gmail.com,Karla Jessurum Hurtado,,,SI,"20,131,126","20,210,831",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,539",ESCANOGRAFIA BOCAGRANDE LTDA.,,"800,142,409",ESCANOGRAFIA BOCAGRANDE LTDA.,1,Instituciones - IPS,NO,CLL 5 # 6-111 BOCAGRANDE,(575)6657736,,gerenciaadministrativa@escanografiabocagrande.com,ALFONSO JOSE PUELLO VELEZ,,,SI,"20,061,127","20,210,831",,1,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,871",ESE HOSPITAL LOCAL CARTAGENA DE INDIAS,,"806,010,305",ESE HOSPITAL LOCAL CARTAGENA DE INDIAS,1,Instituciones - IPS,SI,PIE DE LA POPA - CALLE NUEVA DEL TORIL CALLE 33 No 22-54,3168777133 -6505898,,coord.calidad@esecartagenadeindias.gov.co,RODOLFO JOSE LLINAS CASTRO,1,DISTRITAL,SI,"20,061,120","20,210,831",,8,JURIDICO,4,Pública,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,096",Estetic Health,,"900,036,697",ESTETIC HEALTH E.U,1,Instituciones - IPS,,Manga Avenida Alfonso Araujo Nº 22-86,6500005,,ofontalvom@yahoo.com,OSCAR ANTONIO FONTALVO MALO,,,SI,"20,180,209","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,813",ESTRIOS SAS,,"806,011,261",ESTRIOS SAS,1,Instituciones - IPS,NO,ZARAGOCILLA DG 30#30B41,65174441- 3166904822-3045398109,"6,517,441",calidad@estriossas.com,ALVARO JOSE LEMUS YIDIOS,,,SI,"20,061,027","20,210,831",,7,JURIDICO,1,Privada,2,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,736",fesanar del caribe sas,,"900,742,807",fesanar del caribe sas,1,Instituciones - IPS,,centro sector la matuna calle 33 n 8A-80 edificio banco cafetero,6744261-3175385402,"6,744,261",calidad@fesanardelcaribe.com,JESSICA MARIA ESCOBAR JUYO,,,SI,"20,150,421","20,210,831",,5,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,194",FISIOGLOBAL ANA VELASCO SAS,,"901,273,986",FISIOGLOBAL ANA VELASCO SAS,1,Instituciones - IPS,,Carrera 65 No. 30 - 35 Manz C Centro Comercial Castellana Mall Int 302 Barrio Las Delicias,6432120 - 3103837077,,gerencia@fisioglobalanavelasco.com,Ana Lucía Velasco Benavides,,,SI,"20,190,612","20,230,611",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,031",FRESENIUS MEDICAL CARE COLOMBIA S.A.,,"830,007,355",FRESENIUS MEDICAL CARE COLOMBIA S.A.,1,Instituciones - IPS,NO,ZARAGOCILLA CLL 30 No. 50 B -187 CENTRO MEDICO COMFENALCO,6533836,"6,534,475",Alicia.Rodriguez@fmc-ag.com,CARLOS ALBERTO FLOREZ GONZALEZ,,,SI,"20,061,101","20,210,831",,2,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,895",FUNDACION CAMINOS IPS,,"900,144,433",FUNDACION CAMINOS IPS,1,Instituciones - IPS,NO,CENTRO DE SALUD Y NEGOCIOS RONDA REAL CRA. 69 No. 31-139 LOCAL 246 - Barrio:SANTA LUCIA,6692725,,fcaminosips@gmail.com,LERCY DEL CARMEN RODELO YEPES,,,SI,"20,070,417","20,210,831",,9,JURIDICO,1,Privada,9,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,102",FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS,,"900,269,029",FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS,1,Instituciones - IPS,NO,CLL 1a EL EDEN DG 32 No. 82-40,6810300,"6,810,300",ligayfire@gmail.com,DIANA ESTER PEREZ DEL VALLE,,,SI,"20,090,430","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,883",FUNDACION DE REHABILITACION SOLEIL IPS,,"900,734,007",FUNDACION DE REHABILITACION SOLEIL IPS,1,Instituciones - IPS,,"BARRIO ESPAÑA, CALLE 2A DE SEVILLA KRA 44C No. 29-35",3165254049,,fundacion.soleil.ips@gmail.com,LEONOR CRISTINA D'HACHIARDY NAVARRO,,,SI,"20,160,823","20,210,831",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,336",fundacion desarrollo humano juan carlos marrugo vega,,"806,015,067",fundacion desarrollo humano juan carlos marrugo vega,1,Instituciones - IPS,,BARRIO CAMPIÑA DG 30 ANTIGUO COLEGIO CAMPIÑA REAL - Barrio:CAMPIÑA,3008032984,,fundesarrollojcmarrugovega@gmail.com,MARIA ALEJANDRA PEÑALOZA CASTAÑO,,,SI,"20,161,110","20,210,831",,2,JURIDICO,1,Privada,3,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,580",FUNDACION EL ROSARIO,,"890,480,249",FUNDACION EL ROSARIO,1,Instituciones - IPS,,"Carrera 81 No 22-229, Barrio SAN FERNANDO",6522948 - 6816687 - 3007212357,,fundacionelrosario@hotmail.com,AMARILIS BARRIOS HERNANDEZ,,,SI,"20,180,801","20,210,831",,4,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,846",FUNDACION ESTILO DE VIDA SALUDABLE ESVIDA IPS,,"819,004,229",fundacion estilo de vida saludable ESVIDA IPS,1,Instituciones - IPS,,MANGA 2da Avenida calle 27 # 24-76,6609003 - 6606923,"6,609,003",lgarcia@esvidaips.org,SONIA LUCIA CASTELLANOS PEREZ,,,SI,"20,110,916","20,210,831",,9,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,258",FUNDACION GAEC,,"901,348,860",FUNDACION GAEC,1,Instituciones - IPS,,"MANGA, KRA 18 A # 26-180",3004372889,,fundaciongaec@gmail.com,ALMA JUDITH HERNANDEZ ALVAREZ,,,SI,"20,191,230","20,231,229",,0,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,911",FUNDACIÓN GRUPO DE ESTUDIO BARRANQUILLA,,"800,131,518",FUNDACIÓN GRUPO DE ESTUDIO BARRANQUILLA,1,Instituciones - IPS,,CRA 22 #29B-25 AV. DEL PUENTE JIMENEZ PISO 1 LC 1,3197777,,calidad@hospihogar.com.co,Orlando Fals Newendyke,,,SI,"20,140,806","20,210,831",,7,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,299",FUNDACIÓN GRUPO INTEGRA,,"900,081,746",FUNDACION GRUPO INTEGRA,1,Instituciones - IPS,,BARRIO PIE DE LA POPA K 21C #29C-19,3175024597 3175109308,,cadministrativactg@fundaciongrupointegra.com,DARIO CLEMENTE BACCA RUIZ,,,SI,"20,201,002","20,241,001",,7,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,187",FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,,"890,480,135",FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,1,Instituciones - IPS,NO,Barrio Bruselas Trv 36 No 36 - 33,(095)6475420-6625244-6625287-6625181-6625282,,coepidemiologia@lacasadelnino.org,LUIS ALBERTO PERCY VERGARA,,,SI,"20,061,211","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,578",Positive Motion S.A.S,,"900,621,909",Positive Motion S.A.S,1,Instituciones - IPS,,Cra 3a Num 8-129. Centro Ejecutivo. Oficina 1101,3164784149-3182061643,,gpatino25@gmail.com,Gina Patricia Patiño Cabarcas,,,SI,"20,130,802","20,210,831",,9,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,995",FUNDACIÓN HUELLAS DEL MAR,,"900,448,715",FUNDACIÓN HUELLAS DEL MAR,1,Instituciones - IPS,,"PIE DE LA POPA, CALLE DE LAS VIEJAS CRRA 22 # 29D-62 EDIF. DON QUIJOTE OFIC 201",3023836149,,TALENTOHUMANO@HUELLASDELMAR.ORG,CEDRICK CONTRERA GUARDO,,,SI,"20,171,027","20,211,026",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,710",Fundacion Madre Herlinda Moises - Centro Medico Monseñor Ruben Isaza Restrepo,,"890,480,382",Fundacion Madre Herlinda Moises - Centro Medico Monseñor Ruben Isaza Restrepo,1,Instituciones - IPS,,pasacaballos calle las flores nº 9-45,6685251,"6,685,251",contacto@fundacionmadreherlindamoises.org.co,Reinhold Dietrich Oster,,,SI,"20,111,222","20,210,831",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,186",FUNDACION MEDICUS CASA DE LA DIABETES,,"830,515,427",FUNDACION MEDICUS CASA DE LA DIABETES,1,Instituciones - IPS,,CL 40 # 1 39,(57 5) 6900525,,fundacionmedicus@gmail.com,JAIME ARTURO BRUGES RUIZ,,,SI,"20,100,217","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,236",FUNDACION OFTALMOLOGICA DEL CARIBE,,"800,112,725",FUNDACION OFTALMOLOGICA DEL CARIBE,1,Instituciones - IPS,,Avenida Piñango Calle 5A #6-76,3188269371,,calidad@cofca.com,LUIS JOSE ESCAF JARABA,,,SI,"20,191,010","20,231,009",,4,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,071","FUNDACION PARA LA PROMOCION DE LA SALUD Y PREVENCION DE LA ENFERMEDAD RENAL ""PREVRENAL""",,"805,031,507",FUNDACION PARA LA PROMOCION DE LA SALUD Y PREVENCION DE LA ENFERMEDAD RENAL,1,Instituciones - IPS,,AV. PEDRO DE HEREDIA CALLE 31 # 58 - 38 LOCAL S7 CENTRO MEDICO LOS EJECUTIVOS,3155511341,,gerencia@prevrenal.co,Carlos Hernan Mejia García,,,SI,"20,180,507","20,220,506",,5,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,162",FUNDACION PROFINT,,"900,316,364",FUNDACION PROFINT,1,Instituciones - IPS,NO,CENTRO SECTOR LA MATUNA EDIFICIO MARA CALLE 33 No 10a-44 OFICINA 301A,6602447,,fundacionprofint@gmail.com,DANIEL ARTURO BALLESTAS VERBEL,,,SI,"20,091,019","20,210,831",,8,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,394",FUNDACION PROGRESO Y SALUD DEL CARIBE,,"806,008,937",FUNDACION PROGRESO Y SALUD DEL CARIBE,1,Instituciones - IPS,,PIE DE LA POPA CARRERA 20 No 29C-87,6582546,,fundacionpsc12@gmail.com,RICARDO LEON TORRES RODRIGUEZ,,,SI,"20,160,425","20,210,831",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,100,030",FUNDACION REI PARA LA REHABILITACION INTEGRAL IPS,,"890,480,381",FUNDACION REI PARA LA REHABILITACION INTEGRAL IPS,1,Instituciones - IPS,NO,OLAYA HERRERA CRA 50 A No. 31B-12 URB. LOS ALAMOS,6697881,"6,697,883",info@fundacionreiorg.com,PATRICIA ELENA GALINDO SALOM,,,SI,"20,061,120","20,210,831",,9,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,689",FUNDACION SIMON SANTANDER,,"900,045,673",FUNDACIÓN SIMÓN SANTANDER,1,Instituciones - IPS,NO,BOSQUE TRANSV 54 No. 23 C 182,6695323,"6,695,323",calidad-fss@fssantander.com.co,VIVIANA PATRICIA BLELL CERVANTES,,,SI,"20,061,117","20,210,831",,5,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,357",fundacion social para la promocion de vida,,"900,464,901",FUNDACION SOCIAL PARA PROMOCION DE VIDA,1,Instituciones - IPS,,"Barrio Pie del Cerro, Calle 29B y 30, Cra 17 y 18. Centro Comercial San Felipe. Local 214",6930917 - 6931586,,calidad@fundovidaips.com,LUZ ADRIANA VELEZ VASQUEZ,,,SI,"20,121,122","20,210,831",,7,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,356",FUNDACION TAEMA,,"900,044,759",FUNDACION TAEMA,1,Instituciones - IPS,,SAN FERNANDO CALLE KALAMARY MAZ 4 LOTE 1,6433808,"6,433,808",funtaema@hotmail.com,MARIA JANETH CARDONA VERGARA,,,SI,"20,111,013","20,210,831",,5,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,073",FUNDACION TALID,,"806,011,246",FUNDACION TALID,1,Instituciones - IPS,,GETESEMANI CALLE LARGA No. 10 B -04,6649131 - 6649132,,fundatalid@gmail.com,RAUL ANTONIO VARELA CONTRERAS,,,SI,"20,180,516","20,220,515",,6,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,022",FUNDACION UNIDAD DE CUIDADOS INTENSIVOS DOÑA PILAR,,"900,223,749",FUNDACION UNIDAD DE CUIDADOS INTENSIVOS DOÑA PILAR,1,Instituciones - IPS,,BRUSELAS-TRV 36 #36-33,6475420,"6,625,244",director@lacasadelnino.org,LUIS ALBERTO PERCY VERGARA,,,SI,"20,130,617","20,210,831",,1,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,702",FUTURO VISION SAS,,"900,786,330",FUTURO VISION SAS,1,Instituciones - IPS,,Barrio España Calle 44B Nº 30-27,3183881188,,futurovisionsas@gmail.com,TONY ALEXANDER NEGRETE RAMIREZ,,,SI,"20,150,114","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,564",GAC MEDICINA ESPECIALIZADA S.A.S.,,"900,518,044",GAC MEDICINA ESPECIALIZADA S.A.S.,1,Instituciones - IPS,,ESPAÑA CRA 46 No. 29-63,6690479,,gacespecializada@hotmail.com,GRASE DEL CARMEN ANGULO CABARCAS,,,SI,"20,191,113","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,854",GASTRO PACK SAS,,"900,670,943",GASTRO PACK SAS,1,Instituciones - IPS,,CASTILLO GRANDE CALLE 5 # 6-101 1 piso,6437326 - 3145276303,,gastropacksas@gmail.com,ISMAEL DE JESUS YEPES BARRETO,,,SI,"20,160,523","20,210,831",,9,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,103,323",GASTROHEPATOLOGIA S.A.S,,"901,331,819",GASTROHEPATOLOGIA S.A.S,1,Instituciones - IPS,,CALLE 26 No. 17 -117 LA MANGA,3126842872,,gastrohepatologia.cartagena@gmail.com,ELKIN MANUEL ROMERO CAMARGO,,,SI,"20,210,107","20,250,106",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,102,449",GASTROLAP S.A.S.,,"900,329,923",GASTROLAP S.A.S.,1,Instituciones - IPS,,BARRIO AMBERES Cra 39 No26c 70,6626546,,gastrolap.admon@gmail.com,JOSE JAIME BONFANTE PULGAR,,,SI,"20,120,802","20,210,831",,1,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
Bolívar,CARTAGENA,"1,300,101,878",GENTE FELIZ LTDA,,"806,010,200",GENTE FELIZ LTDA,1,Instituciones - IPS,NO,Centro comercial centro uno segundo piso local 214,6640457,"6,640,457",,EDGAR ENRIQUE LEON BARRIOS,,,SI,"20,070,309","20,210,831",,3,JURIDICO,1,Privada,1,Fecha corte REPS: Mar 15 2021 1:16PM
